college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select
國立中央大學,光電科學與工程學系,國文,均標,10.0,英文,均標,10.0,數學A,均標,3.0,自然,均標,5.0,,,,*1.00,*1.50,*1.50,*1.50,,30%,審查資料,--,30%,面試,--,35%,,,,,,,,,,一、面試二、學測數學A級分三、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和
中華大學,光電與材料工程學系（人工智慧應用組）,社會,底標,4.5,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,55%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、H、J、K、N)、學習歷程自述(O、P、Q) ,一、學測社會級分
中華大學,光電與材料工程學系（材料應用組）,自然,底標,3.5,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,55%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、H、J、K、N)、學習歷程自述(O、P、Q) ,一、學測自然級分
中華大學,光電與材料工程學系（生醫光電組）,國文,--,10.0,自然,底標,3.5,,,,,,,,,,--,--,,,,0%,審查資料,--,0%,面試,--,55%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、H、J、K、N)、學習歷程自述(O、P、Q) ,一、學測國文、自然之級分總和
國立臺灣海洋大學,光電與材料科技學系,國文,--,--,英文,均標,6,數學A,均標,3,自然,均標,4,,,,*1.00,*1.00,*1.00,*1.00,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、學測國英數A自級分總和二、學測自然級分三、學測數學A級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(G、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、數學A、自然之級分總和
銘傳大學,動漫文創設計學士學位學程（桃園校區）,國文,後標,--,英文,後標,--,社會,後標,3,國英社,--,5,,,,*1.00,*1.00,*1.00,--,,40%,審查資料,--,40%,面試,70分,30%,,,,,,,,,,一、面試二、學測國英社級分總和三、學測國文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、社會之級分總和　二、學測社會級分
國立屏東大學,商業自動化與管理學系,國文,--,--,英文,後標,--,數學B,--,5,社會,--,--,國英數B社,--,10,*1.25,*2.00,*1.50,*1.00,--,50%,審查資料,--,50%,,,,,,,,,,,,,一、指定項目甄試成績二、學測英文級分三、學測數學B級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分　三、學測數學B級分　四、學測國文級分
國立臺灣大學,圖書資訊學系,國文,前標,5,英文,前標,3,數學A,均標,--,數學B,均標,--,社會,均標,--,*1.50,*1.50,--,--,*1.00,40%,審查資料,--,40%,口試,--,30%,,,,,,,,,,一、學測英文級分二、學測國英社級分總和三、指定項目甄試成績,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、I、L、M、N)、學習歷程自述(O、P、Q)、其他(R.本系個人資料表、S.選繳其他有利審查資料、T.選繳彌封之師長推薦函) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測社會級分
輔仁大學,圖書資訊學系,國文,--,--,英文,--,--,數學A,底標,--,數學B,底標,--,國英,--,3,*1.00,*1.00,--,--,--,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、審查資料三、學測國英級分總和四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、H、I、N)、學習歷程自述(O、P、Q)、其他(R.書審資料檢核表) ,一、學測國文、英文之級分總和
大葉大學,多媒體數位內容學士學位學程(動漫美術與模型製作組),國社,--,8.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,60分,80%,,,,,,,,,,--,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(P)、其他(R.其他有利審查資料) ,一、學測國文、社會之級分總和　二、學測國文級分　三、學測社會級分
大葉大學,多媒體數位內容學士學位學程(動畫與影視特效組),國文,--,5.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,60分,80%,,,,,,,,,,--,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(P)、其他(R.其他有利審查資料) ,一、學測國文級分
大葉大學,多媒體數位內容學士學位學程(遊戲與互動設計組),社會,--,6.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,60分,80%,,,,,,,,,,--,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(P)、其他(R.其他有利審查資料) ,一、學測社會級分
國立陽明交通大學,奈米科學及工程學士學位學程乙組(主修奈米),英文,前標,10.0,數學A,頂標,3.0,自然,頂標,10.0,,,,,,,*1.00,*1.00,*1.00,,,50%,審查資料,--,50%,認識本系及綜合筆試,--,5%,,,,,,,,,,一、學測數學A級分二、學測自然級分三、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、G、H、M、N)、學習歷程自述(P)、其他(R.其他有利審查資料) ,一、學測英文、數學A、自然之級分總和
國立陽明交通大學,奈米科學及工程學士學位學程甲組(主修半導體),英文,前標,12.0,數學A,前標,10.0,自然,前標,12.0,英數A自,--,3.0,,,,*1.00,*1.00,*1.00,--,,50%,審查資料,--,50%,團體面談(含筆試),--,5%,,,,,,,,,,一、學測數學A級分二、學測自然級分三、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、G、H、M、N)、學習歷程自述(P)、其他(R.其他有利審查資料) ,一、學測英文、數學A、自然之級分總和
實踐大學,媒體傳達設計學系創意媒體設計組(臺北校區),國文,底標,3.0,英文,後標,5.0,國英數B,--,7.0,,,,,,,--,--,--,,,0%,審查資料,--,0%,創意設計,70分,25%,作品集面試,--,30%,,,,,,,一、作品集面試二、創意設計三、學測英文級分四、學測國文級分,項目：多元表現(F、K、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分
實踐大學,媒體傳達設計學系數位3D動畫設計組(臺北校區),國文,底標,3.0,英文,後標,5.0,國英數B,--,7.0,,,,,,,--,--,--,,,0%,審查資料,--,0%,創意設計,70分,25%,作品集面試,--,30%,,,,,,,一、作品集面試二、創意設計三、學測英文級分四、學測國文級分,項目：多元表現(F、K、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分
大同大學,媒體設計學系互動媒體設計組,國文,--,5.0,英文,後標,4.0,國英,--,3.0,,,,,,,*1.00,*1.00,--,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、學科能力測驗成績三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、N)、學習歷程自述(O、P) ,一、學測國文、英文之級分總和　二、學測英文級分　三、學測國文級分
大同大學,媒體設計學系數位遊戲設計組,國文,--,--,英文,--,5,數學B,後標,4,國英數B,--,3,,,,*1.00,*1.00,*1.00,--,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、學科能力測驗成績三、學測數學B級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分
臺北市立大學,學習與媒材設計學系,國文,均標,6,英文,均標,8,數學B,--,10,社會,均標,--,國英數B社,--,3,*2.00,*2.00,*1.00,*2.00,--,50%,審查資料,--,50%,面試,60分,30%,,,,,,,,,,一、學科能力測驗成績二、學測國文級分三、學測英文級分四、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、I、N)、學習歷程自述(P、Q)、其他(R.自傳：成長歷程﹑興趣) ,一、學測國文、英文、數學B、社會之級分總和　二、學測國文級分　三、學測英文級分　四、學測數學B級分
國立東華大學,應用數學系統計科學組,國文,--,--,英文,--,--,數學A,均標,3,,,,,,,*1.00,*1.00,*1.50,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學測數學A級分三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、J、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分
華梵大學,攝影與VR設計學系VR與互動媒體組,國文,底標,3.0,,,,,,,,,,,,,*1.00,,,,,30%,審查資料,--,30%,面談,--,40%,,,,,,,,,,一、面談,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、K、N)、學習歷程自述(O、P、Q) ,一、學測國文級分
華梵大學,攝影與VR設計學系攝影與科技藝術組,國文,底標,3.0,,,,,,,,,,,,,*1.00,,,,,30%,審查資料,--,30%,面談,--,40%,,,,,,,,,,一、面談,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、K、N)、學習歷程自述(O、P、Q) ,一、學測國文級分
華梵大學,攝影與VR設計學系攝影與科技藝術組(青年儲蓄帳戶組),國文,底標,--,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面談,--,40%,,,,,,,,,,一、面談二、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、K、N)、學習歷程自述(O、P、Q)、其他(R.體驗資歷（體驗學習報告及雙週誌）) ,(無)
淡江大學,教育科技學系,國文,後標,3,英文,後標,--,社會,--,3,,,,,,,*1.00,*1.00,*1.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、審查資料三、學科能力測驗成績四、學測國文級分,項目：修課紀錄(A)、課程學習成果(C)、多元表現(G、H、J、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和
國立臺中教育大學,數位內容科技學系,國文,均標,--,英文,均標,--,數學B,均標,--,自然,均標,--,國英數B自,--,3,*1.10,*1.10,*1.20,*1.10,--,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、面試二、學科能力測驗成績三、審查資料四、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、自然之級分總和
義守大學,數位多媒體設計學系,國文,後標,3,英文,--,5,社會,--,--,,,,,,,*2.00,*1.25,*1.75,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、學測國文級分三、學測社會級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、N)、學習歷程自述(O、P) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測社會級分　四、學測英文級分
世新大學,數位多媒體設計學系動畫設計組,國文,後標,--,英文,後標,3,,,,,,,,,,*1.00,*1.00,,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、審查資料三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、N)、學習歷程自述(P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文之級分總和
世新大學,數位多媒體設計學系遊戲設計組,國文,後標,--,英文,後標,3,,,,,,,,,,*1.00,*1.00,,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、審查資料三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、N)、學習歷程自述(P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文之級分總和
國立臺東大學,數位媒體與文教產業學系,國文,後標,3,英文,--,--,,,,,,,,,,*2.00,*1.20,,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、審查資料三、學科能力測驗成績四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、K、M、N)、學習歷程自述(O、P) ,一、學測國文、英文之級分總和　二、學測國文級分
亞洲大學,數位媒體設計學系,國文,底標,3.0,英文,底標,3.0,,,,,,,,,,*1.00,*1.00,,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、審查資料三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、J、M、N)、學習歷程自述(O、P、Q)、其他(R.各校系需求之補充資料、S.其他有利審查資料) ,一、學測國文、英文之級分總和
銘傳大學,數位媒體設計學系（桃園校區）,國文,後標,3,英文,後標,--,社會,後標,--,國英社,--,5,,,,*1.00,*1.00,*1.00,--,,40%,審查資料,--,40%,面試,70分,30%,,,,,,,,,,一、面試二、學測國英社級分總和三、學測國文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、J、K、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分
國立臺南大學,數位學習科技學系,國文,--,--,英文,均標,3,數學A,均標,5,自然,--,--,,,,*1.00,*1.50,*2.00,*1.00,,40%,審查資料,70分,40%,面試,70分,30%,,,,,,,,,,一、面試二、審查資料三、學測數學A級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(J、K、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測數學A級分　三、學測英文級分
國立嘉義大學,數位學習設計與管理學系,國文,後標,10,英文,--,--,數學B,--,5,國英數B,--,3,,,,*1.50,*1.00,*1.50,--,,50%,審查資料,60分,50%,面試,60分,20%,,,,,,,,,,一、審查資料二、面試三、學測國文級分四、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測國文級分　三、學測英文級分　四、學測數學B級分
國立臺北教育大學,數位科技設計學系,國文,均標,--,英文,均標,4,數學B,均標,3,國英數B,--,5,,,,*1.00,*1.50,*1.50,--,,45%,審查資料,--,45%,創意素描,--,20%,,,,,,,,,,一、學測國英數B級分總和二、創意素描三、審查資料,項目：修課紀錄(A)、課程學習成果(C)、多元表現(F、J、K、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和
國立臺北教育大學,數位科技設計學系(APCS組),英文,均標,10.0,數學B,均標,10.0,,,,,,,,,,*1.00,*1.00,,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,程式設計觀念題程式設計實作題,項目：修課紀錄(A)、課程學習成果(C)、多元表現(F、J、K、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分
明道大學,數位設計學系,國文,底標,3.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(G、J、K、M、N)、學習歷程自述(P、Q) ,一、學測國文級分
國立臺北教育大學,數學暨資訊教育學系人工智慧與資訊教育組,國文,--,5.0,英文,均標,5.0,數學A,均標,3.0,,,,,,,*1.00,*1.00,*2.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學測數學A級分三、審查資料四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.個人申請表) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分
國立臺北教育大學,數學暨資訊教育學系人工智慧與資訊教育組(APCS組),英文,均標,10.0,數學A,均標,10.0,,,,,,,,,,*1.00,*2.00,,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,程式設計觀念題程式設計實作題,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、N)、學習歷程自述(O、P、Q)、其他(R.個人資料表) ,一、學測英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分
國立臺北教育大學,數學暨資訊教育學系人工智慧與資訊教育組(公費生乙組),國文,前標,4.0,英文,前標,5.0,數學A,頂標,3.0,,,,,,,*1.50,*1.00,*2.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學測數學A級分三、審查資料四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.個人資料) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分
國立臺北教育大學,數學暨資訊教育學系人工智慧與資訊教育組(公費生甲組),國文,前標,4.0,英文,前標,5.0,數學A,頂標,3.0,,,,,,,*1.50,*1.00,*2.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學測數學A級分三、審查資料四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.個人資料表) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分
國立臺灣師範大學,晨光招生(光電工程學士學位學程),國文,後標,--,英文,後標,--,數學A,均標,--,數學B,均標,--,自然,均標,10,*1.00,*1.00,--,--,*1.50,25%,審查資料,--,25%,,,,,,,,,,,,,一、指定項目甄試成績二、學測國英自級分總和三、學測自然級分四、學測英文級分,項目：修課紀錄(A)、多元表現(F、I、N)、學習歷程自述(P、Q) ,一、學測國文、英文、自然之級分總和　二、學測自然級分　三、學測英文級分
國立中興大學,智慧創意工程學士學位學程,英文,均標,7.0,數學A,均標,7.0,自然,均標,8.0,,,,,,,*1.00,*1.00,*1.00,,,50%,審查資料,--,50%,筆試,--,10%,,,,,,,,,,一、學測數學A級分二、學測英文級分三、審查資料四、筆試,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和
國立屏東大學,智慧機器人學系,英文,後標,12,數學A,後標,3,自然,--,--,,,,,,,*1.00,*2.00,*2.00,,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、學測數學A級分二、學測自然級分三、學測英文級分四、學測英數A自級分總和,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、J、K、L、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和
華梵大學,智慧生活科技學系大數據與管理組,國文,底標,3.5,英文,--,--,數學B,--,--,,,,,,,*1.00,*1.50,*2.00,,,30%,審查資料,--,30%,面談,--,40%,,,,,,,,,,一、指定項目甄試成績,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(G、I、N)、學習歷程自述(Q) ,一、學測國文、英文、數學B之級分總和　二、學測國文級分　三、學測英文級分　四、學測數學B級分
華梵大學,智慧生活科技學系大數據與管理組(青年儲蓄帳戶組),國文,底標,--,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面談,--,40%,,,,,,,,,,一、面談二、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(G、I、N)、學習歷程自述(Q)、其他(R.體驗資歷（體驗學習報告及雙週誌）) ,(無)
華梵大學,智慧生活科技學系智慧產品開發組,國文,底標,3.5,英文,--,--,數學B,--,--,,,,,,,*1.00,*1.50,*2.00,,,30%,審查資料,--,30%,面談,--,40%,,,,,,,,,,一、指定項目甄試成績,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(G、I、N)、學習歷程自述(Q) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分
義守大學,智慧科技英語學士學位學程,國文,--,--,英文,--,4,數學A,後標,3,,,,,,,*1.00,*2.00,*2.00,,,30%,審查資料,--,30%,面試,--,35%,,,,,,,,,,一、面試二、審查資料三、學測數學A級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分　四、學測國文級分
